sample_id,vOTU_id,phageID,phageLen,linear_or_circular,integrase,virsorter_category,cat_taxonomy,img_vr_cluster,assigned_family
SAMP_yahara2021_Sample3,vOTU_yahara2021_00886,VIRSorter_contig_1071_pilon_gene_1_gene_17-20-12709-cat_5,12689,l,NA,5,Terrabacteria group (no rank): 0.69,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00887,VIRSorter_contig_1101_pilon_gene_54_gene_82-32428-50870-cat_5,18442,l,NA,5,Bacteria (superkingdom): 1.00,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00888,VIRSorter_contig_1231_pilon_gene_1_gene_19-1824-33799-cat_5,31975,l,NA,5,Bacteria (superkingdom): 0.94,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00889,VIRSorter_contig_1698_pilon-cat_2,49687,l,NA,2,Lachnospiraceae (family): 0.64,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00890,VIRSorter_contig_1808_pilon_gene_105_gene_127-71071-92428-cat_5,21357,l,NA,5,Streptococcus (genus): 0.82,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00891,VIRSorter_contig_2199_pilon_gene_193_gene_292-177663-238537-cat_4,60874,l,NA,4,Bacteria (superkingdom): 0.94,VIRSorter_contig_1006_pilon_gene_333_gene_432-245494-310757-cat_4;3300007966_____Ga0105959_100224;3300008621_____Ga0115613_1000221;3300006745_____Ga0101799_100176;3300007204_____Ga0103275_100403;7000000483_____C832197;3300008618_____Ga0111234_100101;3300008382_____Ga0114861_1000093;7000000125_____SRS015941_WUGC_scaffold_33368;7000000631_____SRS050029_WUGC_scaffold_10303;3300007994_____Ga0113878_100497;7000000310_____C899651;3300008514_____Ga0111023_100665;7000000545_____SRS043755_WUGC_scaffold_45964;7000000027_____SRS056622_LANL_scaffold_11215;3300008495_____Ga0114893_100390;3300014137_____Ga0134350_1000303;3300008607_____Ga0111136_100339;7000000351_____SRS047219_WUGC_scaffold_61001;7000000351_____SRS047219_WUGC_scaffold_60611;3300007728_____Ga0105754_1000335;3300008639_____Ga0115685_1001466;7000000298_____SRS016569_Baylor_scaffold_35834;3300008504_____Ga0114860_100613;3300006248_____Ga0099387_100166;3300008742_____Ga0115672_100908;7000000421_____C4106201;3300008483_____Ga0105906_1000700;7000000123_____C990875;3300008626_____Ga0111364_101274;3300014766_____Ga0134337_101164;7000000541_____C2271223;7000000222_____SRS057539_LANL_scaffold_45130;7000000496_____SRS057692_LANL_scaffold_4588;3300014037_____Ga0119816_1002764;3300008515_____Ga0115189_1001996;3300008273_____Ga0114250_101968;3300007316_____Ga0104922_102882;7000000682_____SRS019587_WUGC_scaffold_10368;3300008534_____Ga0111050_101411;2124908010_____kg300_2462769;7000000366_____SRS065278_LANL_scaffold_67750;7000000336_____C2524140;7000000290_____C3496739;7000000556_____C3561281;3300008098_____Ga0114255_103873;7000000305_____SRS062761_LANL_scaffold_52823;3300007803_____Ga0105780_103547;3300008138_____Ga0114843_104577;3300008420_____Ga0115228_103356;3300008746_____Ga0114084_1004178;3300006317_____Ga0099674_105938;7000000276_____SRS054687_LANL_scaffold_49911;7000000147_____C1909450;3300006243_____Ga0099348_101280;VIRSorter_contig_2199_pilon_gene_193_gene_292-177663-238537-cat_4;3300007314_____Ga0104968_100209;3300007107_____Ga0102632_1000186;3300006328_____Ga0099580_100175;3300007208_____Ga0103291_100337;3300008537_____Ga0111051_100368;7000000480_____SRS015209_WUGC_scaffold_36762;3300006460_____Ga0100061_100303;7000000395_____SRS019077_WUGC_scaffold_55806;3300007728_____Ga0105754_1000297;3300008534_____Ga0111050_100408;3300008098_____Ga0114255_101109;7000000392_____SRS023557_Baylor_scaffold_33146;3300014137_____Ga0134350_1000365;3300008607_____Ga0111136_100362;7000000027_____SRS056622_LANL_scaffold_51951;3300008155_____Ga0114001_101682;VIRSorter_contig_2199_pilon_gene_190_gene_289-176284-232565-cat_4;VIRSorter_contig_1006_pilon_gene_333_gene_436-245494-312208-cat_5;VIRSorter_contig_2584_pilon_gene_109_gene_209-75764-139607-cat_5;3300006254_____Ga0099365_1000123;VIRSorter_contig_2584_pilon_gene_39_gene_198-24359-130884-cat_5;VIRSorter_contig_132_pilon_gene_21_gene_147-12716-88544-cat_5;3300008518_____Ga0115191_100225;3300008493_____Ga0111009_1000224,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00892,VIRSorter_contig_2600_pilon_gene_23_gene_122-17881-88610-cat_4,70729,l,NA,4,Bacteria (superkingdom): 0.89,VIRSorter_contig_2600_pilon_gene_33_gene_132-31650-101947-cat_4;7000000622_____SRS077736_LANL_scaffold_33720;3300006284_____Ga0099613_100649;VIRSorter_contig_2600_pilon_gene_23_gene_122-17881-88610-cat_4;VIRSorter_contig_2600_pilon_gene_16_gene_122-13735-88610-cat_5,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00893,VIRSorter_contig_3142_pilon_gene_51_gene_102-54851-87977-cat_4,33126,l,NA,4,Streptococcus (genus): 0.77,VIRSorter_contig_3142_pilon_gene_51_gene_110-54851-96016-cat_4;3300008589_____Ga0111083_101612;7000000593_____SRS011140_Baylor_scaffold_34938;7000000541_____C2271118;7000000541_____SRS044486_WUGC_scaffold_33469;VIRSorter_contig_3142_pilon_gene_51_gene_102-54851-87977-cat_4;3300008747_____Ga0115677_100386,"Podoviridae,Siphoviridae,Siphoviridae,Podoviridae,Siphoviridae"
SAMP_yahara2021_Sample3,vOTU_yahara2021_00894,VIRSorter_contig_3330_pilon_gene_56_gene_66-41496-52855-cat_5,11359,l,NA,5,Streptococcus (genus): 0.75,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00895,VIRSorter_contig_3438_pilon_gene_92_gene_126-65755-89831-cat_5,24076,l,NA,5,Bacteria (superkingdom): 1.00,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00896,VIRSorter_contig_3471_pilon_gene_130_gene_231-92467-157691-cat_5,65224,l,NA,5,Streptococcus (genus): 0.60,VIRSorter_contig_3471_pilon_gene_74_gene_229-45771-155347-cat_5;3300006260_____Ga0099518_102868;VIRSorter_contig_3471_pilon_gene_130_gene_231-92467-157691-cat_5;VIRSorter_contig_3471_pilon_gene_74_gene_194-45771-128924-cat_5,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00897,VIRSorter_contig_3563_pilon_gene_1_gene_42-314-55588-cat_5,55274,l,NA,5,Bacteria (superkingdom): 0.99,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00898,VIRSorter_contig_4474_pilon_gene_4_gene_77-4449-109085-cat_5,104636,l,NA,5,Bacteria (superkingdom): 0.95,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00899,VIRSorter_contig_450_pilon-cat_2,63045,l,NA,2,Bacilli (class): 0.90,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00900,VIRSorter_contig_4543_pilon-cat_2,44565,l,NA,2,Lachnospiraceae (family): 0.62,VIRSorter_contig_4543_pilon-cat_2;7000000367_____SRS048791_LANL_scaffold_19755;3300006259_____Ga0099458_101914;VIRSorter_contig_4391_pilon_gene_25_gene_124-17382-86463-cat_4;7000000671_____SRS022143_LANL_scaffold_89295;7000000156_____SRS064423_LANL_scaffold_66772;7000000366_____SRS065278_LANL_scaffold_52694;3300006498_____Ga0100374_101738;7000000125_____SRS015941_WUGC_scaffold_78184;3300008126_____Ga0114844_1003043;7000000315_____SRS013723_Baylor_scaffold_99099;7000000057_____SRS013818_Baylor_scaffold_50944;7000000140_____SRS044373_WUGC_scaffold_29804;7000000046_____SRS013252_Baylor_scaffold_65086;3300008503_____Ga0111013_103524;3300007204_____Ga0103275_102485;7000000315_____SRS013723_Baylor_scaffold_11350;VIRSorter_contig_2684_pilon_gene_5_gene_120-4199-84594-cat_5;7000000503_____SRS053603_LANL_scaffold_39104,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00901,VIRSorter_contig_583_pilon_gene_1000_gene_1027-777005-794628-cat_4,17623,l,NA,4,Bacteria (superkingdom): 0.99,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00902,VIRSorter_contig_771_pilon_gene_138_gene_211-110419-162792-cat_5,52373,l,NA,5,Leptotrichia (genus): 0.85,3300011936_____Ga0119780_102391;VIRSorter_contig_771_pilon_gene_138_gene_211-110419-162792-cat_5;VIRSorter_contig_771_pilon_gene_100_gene_211-85674-162792-cat_5,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00903,VIRSorter_contig_78_pilon_gene_651_gene_731-558524-633857-cat_5,75333,l,NA,5,Streptococcus (genus): 0.77,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00904,VIRSorter_contig_78_pilon_gene_655_gene_731-563246-633857-cat_5,70611,l,NA,5,Streptococcus (genus): 0.77,VIRSorter_contig_78_pilon_gene_636_gene_735-544325-636999-cat_4;3300008138_____Ga0114843_101837;3300007339_____Ga0104971_101802;3300007318_____Ga0104925_101527;7000000408_____SRS056323_LANL_scaffold_47650;3300007196_____Ga0103270_103256;3300008273_____Ga0114250_104008;3300007339_____Ga0104971_103538;VIRSorter_contig_78_pilon_gene_655_gene_731-563246-633857-cat_5;VIRSorter_contig_78_pilon_gene_651_gene_731-558524-633857-cat_5,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00905,VIRSorter_contig_846_pilon_gene_50_gene_70-44078-58440-cat_5,14362,l,NA,5,Streptococcus (genus): 0.75,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00906,VIRSorter_contig_1291_pilon_gene_169_gene_268-147244-272150-cat_5,124906,l,no,5,Streptococcus (genus): 0.78,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00907,VIRSorter_contig_34_pilon_gene_200_gene_277-167047-237044-cat_5,69997,l,yes,5,Bacteria (superkingdom): 0.99,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00908,VIRSorter_contig_1174_pilon_gene_174_gene_273-161414-242078-cat_5,80664,l,yes,5,Streptococcus (genus): 0.76,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00909,VIRSorter_contig_895_pilon_gene_657_gene_793-483577-570251-cat_5,86674,l,no,5,Bacteria (superkingdom): 0.98,VIRSorter_contig_895_pilon_gene_657_gene_793-483577-570251-cat_5;7000000268_____SRS017533_Baylor_scaffold_38710,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00910,VIRSorter_contig_548_pilon_gene_164_gene_293-127973-242526-cat_5,114553,l,yes,5,Bacteria (superkingdom): 1.00,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00911,VIRSorter_contig_1691_pilon_gene_727_gene_752-691544-710970-cat_5,19426,l,yes,5,Actinobacteria (class): 0.92,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00912,VIRSorter_contig_847_pilon_gene_36_gene_135-37993-117763-cat_5,79770,l,yes,5,Prevotella (genus): 0.86,VIRSorter_contig_429_pilon_gene_196_gene_249-181839-218585-cat_5;7000000446_____SRS013948_WUGC_scaffold_19005;3300008639_____Ga0115685_1001419;7000000440_____SRS015797_WUGC_scaffold_8466;3300006748_____Ga0101800_100833;7000000250_____C2526742;3300006251_____Ga0099392_100415;7000000237_____C1279166;7000000366_____SRS065278_LANL_scaffold_58278;2124908013_____t300_5606406;3300014766_____Ga0134337_100535;7000000130_____SRS062540_LANL_scaffold_84841;7000000671_____SRS022143_LANL_scaffold_50009;7000000026_____SRS011255_Baylor_scaffold_75572;3300007652_____Ga0105534_100080;7000000523_____SRS019126_WUGC_scaffold_5007;3300008575_____Ga0111079_102231;7000000292_____C2070044;3300008276_____Ga0114259_1001167;3300006461_____Ga0100060_101520;7000000556_____SRS057205_LANL_scaffold_27644;7000000465_____C1944247;3300007566_____Ga0104970_1002737;7000000324_____SRS062878_LANL_scaffold_84900;3300008537_____Ga0111051_102899;3300008090_____Ga0114309_101757;3300007096_____Ga0102538_101544;7000000553_____C2407983;7000000465_____SRS015038_WUGC_scaffold_21641;3300007971_____Ga0114094_1000444;7000000422_____SRS057791_LANL_scaffold_18971;3300007096_____Ga0102538_102224;3300014291_____Ga0134367_100918;3300008575_____Ga0111079_104328;7000000342_____SRS021954_Baylor_scaffold_23529;7000000524_____SRS019127_WUGC_scaffold_11774;3300007297_____Ga0104793_104498;7000000194_____C2582692;7000000195_____SRS017209_Baylor_scaffold_48524;7000000268_____C4122178;3300007297_____Ga0104793_104507;VIRSorter_contig_438_pilon_gene_141_gene_197-136435-173796-cat_5;VIRSorter_contig_847_pilon_gene_36_gene_135-37993-117763-cat_5;3300008090_____Ga0114309_101099,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00913,VIRSorter_contig_946_pilon_gene_80_gene_111-69905-92549-cat_5,22644,l,yes,5,Actinomyces graevenitzii (species): 0.65,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00914,VIRSorter_contig_262_pilon_gene_213_gene_273-209256-276391-cat_5,67135,l,yes,5,Prevotella (genus): 0.89,VIRSorter_contig_262_pilon_gene_213_gene_273-209256-276391-cat_5;7000000163_____C2397089;7000000653_____SRS016740_Baylor_scaffold_62164;3300007358_____Ga0104765_101207;3300008472_____Ga0115373_1001237;7000000185_____SRS017120_Baylor_scaffold_79831;3300008754_____Ga0114089_101532;3300007662_____Ga0105539_100612;7000000527_____C5922804;7000000698_____SRS024318_LANL_scaffold_55858;7000000185_____C3007682;7000000394_____SRS019607_WUGC_scaffold_10460;7000000394_____SRS019607_WUGC_scaffold_26727;7000000057_____SRS013818_Baylor_scaffold_33013;3300007662_____Ga0105539_101002;3300007662_____Ga0105539_101504;VIRSorter_contig_330_pilon_gene_1_gene_65-331-64908-cat_5,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00915,VIRSorter_contig_4315_pilon-cat_2,62250,l,yes,2,Actinomyces (genus): 0.59,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00916,VIRSorter_contig_1161_pilon-cat_2,30007,l,no,2,Prevotella (genus): 0.70,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00917,VIRSorter_contig_3471_pilon_gene_74_gene_229-45771-155347-cat_5,109576,l,yes,5,Streptococcus (genus): 0.60,VIRSorter_contig_3471_pilon_gene_74_gene_229-45771-155347-cat_5;3300006260_____Ga0099518_102868;VIRSorter_contig_3471_pilon_gene_130_gene_231-92467-157691-cat_5;VIRSorter_contig_3471_pilon_gene_74_gene_194-45771-128924-cat_5,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00918,VIRSorter_contig_1968_pilon_gene_161_gene_281-118792-213762-cat_5,94970,l,yes,5,Terrabacteria group (no rank): 0.55,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00919,VIRSorter_contig_1299_pilon_gene_1117_gene_1178-1205624-1259826-cat_5,54202,l,no,5,Actinobacteria (class): 0.94,VIRSorter_contig_1299_pilon_gene_1117_gene_1178-1205624-1259826-cat_5;7000000113_____SRS013946_WUGC_scaffold_14378;3300007285_____Ga0102636_100969;2124908010_____kg300_3283311,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00920,VIRSorter_contig_114_pilon_gene_275_gene_382-206498-270826-cat_5,64287,l,no,5,Veillonella (genus): 0.94,VIRSorter_contig_114_pilon_gene_275_gene_382-206498-270826-cat_5;3300007123_____Ga0102684_101002;3300008136_____Ga0113979_101909;3300008739_____Ga0114021_101753;3300008136_____Ga0113979_103249;7000000312_____C3316434;7000000224_____SRS014573_WUGC_scaffold_54878;3300007783_____Ga0105777_101760;3300008136_____Ga0113979_106025;7000000503_____SRS053603_LANL_scaffold_11421,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00921,VIRSorter_contig_3420_pilon_gene_35_gene_156-38230-143862-cat_5,105632,l,yes,5,Bacteroidales (order): 0.84,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00922,VIRSorter_contig_548_pilon_gene_401_gene_480-324586-388357-cat_5,63771,l,no,5,Bacteria (superkingdom): 1.00,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00923,VIRSorter_contig_3261_pilon_gene_530_gene_658-489811-595444-cat_5,105633,l,yes,5,Prevotella (genus): 0.88,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00924,VIRSorter_contig_1555_pilon_gene_126_gene_213-100374-157246-cat_5,56872,l,no,5,Bacteria (superkingdom): 0.98,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00925,VIRSorter_contig_2543_pilon_gene_34_gene_135-18959-94482-cat_5,75523,l,no,5,Bacteria (superkingdom): 0.98,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00926,VIRSorter_contig_3471_pilon_gene_74_gene_194-45771-128924-cat_5,83153,l,yes,5,Streptococcus (genus): 0.60,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00927,VIRSorter_contig_2021_pilon_gene_904_gene_1018-720085-790591-cat_5,70506,l,yes,5,Bacteria (superkingdom): 0.96,VIRSorter_contig_2021_pilon_gene_904_gene_1018-720085-790591-cat_5;7000000005_____C4676735;7000000221_____SRS043676_WUGC_scaffold_1729;7000000033_____C1301366;7000000290_____C3496735;7000000404_____C4395307,"Podoviridae,Siphoviridae,Siphoviridae,Siphoviridae,Siphoviridae"
SAMP_yahara2021_Sample3,vOTU_yahara2021_00928,VIRSorter_contig_181_pilon_gene_21_gene_120-18237-95638-cat_4,77401,l,yes,4,Streptococcus (genus): 0.74,VIRSorter_contig_181_pilon_gene_21_gene_120-18237-95638-cat_4;3300007318_____Ga0104925_100719;7000000207_____SRS011243_Baylor_scaffold_48367,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00929,VIRSorter_contig_1609_pilon_gene_29_gene_77-19093-60459-cat_5,41366,l,yes,5,Bacteria (superkingdom): 0.99,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00930,VIRSorter_contig_143_pilon_gene_201_gene_266-156000-211691-cat_5,55691,l,yes,5,Streptococcus (genus): 0.73,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00931,VIRSorter_contig_2492_pilon_gene_9_gene_29-9471-32728-cat_5,23257,l,no,5,Atopobiaceae (family): 0.52,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00932,VIRSorter_contig_2338_pilon_gene_112_gene_161-73526-109979-cat_5,36453,l,no,5,Streptococcus (genus): 0.68,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00933,VIRSorter_contig_7248_pilon_gene_1_gene_167-0-128673-cat_5,128673,l,no,5,Bacilli (class): 0.55,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00934,VIRSorter_contig_5268_pilon-cat_2,39536,l,no,2,root (no rank): 1.00,VIRSorter_contig_5268_pilon-cat_2;3300008746_____Ga0114084_1001683;7000000267_____C1219713;3300006256_____Ga0099352_1001501;3300008104_____Ga0114288_100520;3300014096_____Ga0134352_100474;7000000267_____C1219657;7000000268_____SRS017533_Baylor_scaffold_56203;7000000268_____C4122106,"Siphoviridae,Siphoviridae"
SAMP_yahara2021_Sample3,vOTU_yahara2021_00935,VIRSorter_contig_305_pilon_gene_154_gene_203-151495-188563-cat_5,37068,l,yes,5,Actinobacteria (class): 0.93,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00936,VIRSorter_contig_411_pilon_gene_234_gene_339-192641-264790-cat_5,72149,l,yes,5,Streptococcus (genus): 0.79,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00937,VIRSorter_contig_4455_pilon_gene_2_gene_12-1479-13288-cat_5,11809,l,yes,5,Actinomyces (genus): 0.74,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00938,VIRSorter_contig_4728_pilon-cat_2,78960,l,yes,2,Streptococcus (genus): 0.65,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00939,VIRSorter_contig_740_pilon_gene_6_gene_108-5028-81008-cat_5,75980,l,no,5,Prevotella (genus): 0.63,VIRSorter_contig_740_pilon_gene_6_gene_108-5028-81008-cat_5;3300006256_____Ga0099352_1002631;3300011976_____Ga0119798_1003070,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00940,VIRSorter_contig_1293_pilon_gene_129_gene_148-107269-137941-cat_5,30672,l,no,5,Streptococcus (genus): 0.90,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00941,VIRSorter_contig_1895_pilon_gene_514_gene_637-383564-476362-cat_5,92798,l,yes,5,Veillonella (genus): 0.95,VIRSorter_contig_1895_pilon_gene_514_gene_637-383564-476362-cat_5;3300008099_____Ga0114261_100117;7000000563_____SRS014124_WUGC_scaffold_45065;3300008664_____Ga0111493_100646;7000000194_____SRS022077_Baylor_scaffold_21058;3300008715_____Ga0115609_1000534;7000000554_____SRS058336_LANL_scaffold_63417;3300008621_____Ga0115613_1000485;3300006250_____Ga0099391_100786;3300008123_____Ga0114854_100451;3300008406_____Ga0115224_1000881;7000000462_____SRS012279_Baylor_scaffold_19984;7000000692_____C3070226;7000000504_____SRS017076_Baylor_scaffold_29234;7000000600_____SRS016002_WUGC_scaffold_62829;7000000321_____SRS013234_Baylor_scaffold_33138;7000000393_____SRS019327_WUGC_scaffold_3234;3300008276_____Ga0114259_1000823;3300006678_____Ga0100058_102549;7000000321_____SRS013234_Baylor_scaffold_32954;3300014533_____Ga0169889_101886;7000000163_____C2396067;7000000727_____SRS014470_WUGC_scaffold_49244;7000000504_____C2721305;7000000727_____C3768467;7000000727_____SRS014470_WUGC_scaffold_49213;7000000505_____C791305;7000000225_____SRS042910_WUGC_scaffold_37641;3300008363_____Ga0115180_103023;3300008123_____Ga0114854_103166;3300008739_____Ga0114021_104881;7000000658_____SRS018969_WUGC_scaffold_56093;3300006460_____Ga0100061_104110;VIRSorter_contig_1866_pilon_gene_580_gene_618-466013-487849-cat_5,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00942,VIRSorter_contig_2311_pilon-cat_2,103177,l,no,2,Streptococcus (genus): 0.68,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00943,VIRSorter_contig_1140_pilon_gene_81_gene_214-72342-162158-cat_5,89816,l,no,5,Lachnospiraceae (family): 0.92,VIRSorter_contig_1140_pilon_gene_81_gene_214-72342-162158-cat_5;3300007753_____Ga0105778_100060;3300006320_____Ga0099576_1000245;3300008715_____Ga0115609_1000348;7000000402_____SRS024580_LANL_scaffold_45264;3300014196_____Ga0134365_100308;3300008490_____Ga0115197_1000695;3300007977_____Ga0111542_100398;3300007208_____Ga0103291_101228;7000000394_____C2764363;7000000286_____SRS024081_LANL_scaffold_75535;3300006262_____Ga0099523_1000828;3300007186_____Ga0103259_101593;7000000647_____SRS020220_Baylor_scaffold_21217;7000000647_____C3643466;3300007208_____Ga0103291_102218;3300008493_____Ga0111009_1001876;7000000321_____C2995413;3300007977_____Ga0111542_101825;7000000286_____C2659188;7000000727_____C3768374;7000000408_____SRS056323_LANL_scaffold_48158;7000000671_____SRS022143_LANL_scaffold_78149;7000000663_____SRS016319_WUGC_scaffold_39142;7000000727_____C3767804;7000000408_____C2629811,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00944,VIRSorter_contig_1742_pilon_gene_247_gene_304-234337-277923-cat_5,43586,l,no,5,Prevotella (genus): 0.68,VIRSorter_contig_1742_pilon_gene_247_gene_304-234337-277923-cat_5;7000000647_____SRS020220_Baylor_scaffold_52389;7000000394_____SRS019607_WUGC_scaffold_55151,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00945,VIRSorter_contig_4432_pilon-cat_2,128768,l,yes,2,Lactobacillales (order): 0.89,VIRSorter_contig_4432_pilon-cat_2;7000000305_____SRS062761_LANL_scaffold_49363;7000000292_____SRS023958_Baylor_scaffold_23417,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00946,VIRSorter_contig_128_pilon_gene_87_gene_134-68261-110818-cat_5,42557,l,no,5,Terrabacteria group (no rank): 0.52,NA,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00947,VIRSorter_contig_1564_pilon_gene_156_gene_188-128702-156065-cat_5,27363,l,yes,5,Bacteria (superkingdom): 0.99,VIRSorter_contig_1564_pilon_gene_156_gene_188-128702-156065-cat_5;REF:Bacilli_gi_419767788,NA
SAMP_yahara2021_Sample3,vOTU_yahara2021_00948,VIRSorter_contig_753_pilon_gene_1933_gene_2034-1561757-1644561-cat_5,82804,l,no,5,Lactobacillales (order): 0.93,NA,NA
